Season,Team,PTS,OPP_PTS,ORtg,DRtg,Team TS%,eFG%,TOV%,ORB%,FT/FGA,Opp eFG%,Opp TOV%,DRB%,Opp FT/FGA
2022,Brooklyn Nets,112.9,112.1,113.6,112.8,.576,.540,12.5,23.9,.198,.521,11.7,75.1,.201
2022,Denver Nuggets,112.7,110.4,114.5,112.1,.590,.556,13.2,21.9,.194,.537,11.7,78.3,.188
2022,Boston Celtics,111.8,104.5,114.4,106.9,.578,.542,12.4,24.0,.195,.502,12.5,77.3,.183
2022,Chicago Bulls,111.6,112.0,113.2,113.6,.579,.541,11.8,20.4,.201,.541,11.9,78.3,.199
2022,Golden State Warriors,111.0,105.5,112.5,106.9,.582,.552,13.5,22.8,.181,.509,13.0,78.7,.201
2022,Miami Heat,110.0,105.6,113.7,109.1,.584,.547,13.4,23.5,.204,.524,13.8,78.0,.209
2022,Philadelphia 76ers,109.9,107.3,113.5,110.8,.578,.534,11.6,20.1,.232,.524,12.1,76.8,.192
2022,Toronto Raptors,109.4,107.1,112.9,110.5,.543,.510,11.0,28.4,.177,.535,14.4,75.6,.199
2022,New Orleans Pelicans,109.3,110.3,112.0,113.0,.557,.517,12.5,26.9,.208,.547,13.0,78.2,.196
2022,Dallas Mavericks,108.0,104.7,112.8,109.4,.572,.538,11.7,21.3,.192,.521,12.2,78.0,.185
2023,Sacramento Kings,120.7,118.1,119.4,116.8,.608,.572,12.0,22.7,.225,.563,12.6,77.2,.203
2023,Golden State Warriors,118.9,117.1,116.1,114.4,.600,.571,14.1,24.4,.178,.540,12.3,76.0,.214
2023,Atlanta Hawks,118.4,118.1,116.6,116.3,.579,.541,11.2,25.1,.200,.552,12.4,75.8,.206
2023,Boston Celtics,117.9,111.4,118.0,111.5,.600,.566,12.0,22.1,.197,.528,11.3,78.5,.180
2023,Los Angeles Lakers,117.2,116.6,114.5,113.9,.582,.542,12.3,22.8,.232,.535,10.9,76.3,.171
2023,Memphis Grizzlies,116.9,113.0,115.1,111.2,.570,.540,11.7,26.5,.190,.526,13.1,75.9,.206
2023,Milwaukee Bucks,116.9,113.3,115.4,111.9,.583,.555,12.7,25.0,.184,.520,10.4,77.8,.175
2023,New York Knicks,116.0,113.1,117.8,114.8,.577,.541,11.4,28.3,.217,.536,11.4,77.1,.210
2023,Denver Nuggets,115.8,112.5,117.6,114.2,.601,.573,13.1,24.8,.194,.543,12.2,76.4,.201
2023,Minnesota Timberwolves,115.8,115.8,113.7,113.8,.592,.560,13.6,21.5,.205,.540,13.3,74.3,.225
2023,Philadelphia 76ers,115.2,110.9,117.7,113.3,.608,.563,12.6,21.6,.250,.541,13.0,77.2,.217
2023,Phoenix Suns,113.6,111.6,115.1,113.0,.570,.535,12.0,26.6,.191,.532,12.9,76.0,.234
2023,Los Angeles Clippers,113.6,113.1,115.0,114.5,.588,.551,12.8,22.9,.217,.543,11.7,76.6,.195
2023,Brooklyn Nets,113.4,112.5,115.0,114.1,.598,.562,12.7,19.6,.208,.530,12.2,73.7,.212
2023,Cleveland Cavaliers,112.3,106.9,116.1,110.6,.590,.556,12.3,23.6,.206,.535,14.4,76.3,.210
2023,Miami Heat,109.5,109.8,113.0,113.3,.574,.530,12.4,22.8,.224,.561,14.5,77.7,.198
2024,Indiana Pacers,123.3,120.2,121.0,118.0,.606,.578,11.3,23.8,.173,.556,12.1,74.1,.228
2024,Boston Celtics,120.6,109.2,123.2,111.6,.609,.578,10.8,24.9,.180,.523,10.8,76.3,.145
2024,Oklahoma City Thunder,120.1,112.7,119.5,112.1,.608,.573,11.4,21.1,.198,.530,13.6,73.8,.202
2024,Milwaukee Bucks,119.0,116.4,118.4,115.8,.601,.568,11.5,21.8,.209,.539,10.6,77.2,.189
2024,Los Angeles Lakers,118.0,117.4,115.9,115.3,.601,.566,12.5,19.9,.216,.550,11.7,76.2,.153
2024,Dallas Mavericks,117.9,115.6,117.6,115.4,.592,.562,11.2,22.2,.190,.548,12.1,75.2,.184
2024,Phoenix Suns,116.2,113.2,117.6,114.6,.603,.565,13.4,25.0,.219,.536,11.3,75.6,.178
2024,Los Angeles Clippers,115.6,112.3,118.8,115.4,.599,.561,12.0,24.4,.211,.541,11.7,74.8,.183
2024,New Orleans Pelicans,115.1,110.7,117.4,112.9,.591,.558,11.8,24.4,.202,.541,12.9,76.9,.186
2024,Denver Nuggets,114.9,109.6,118.5,113.0,.589,.562,11.5,25.5,.170,.526,11.2,75.6,.195
2024,Philadelphia 76ers,114.6,111.5,116.9,113.8,.574,.532,10.7,24.8,.218,.537,13.1,74.3,.215
2024,Minnesota Timberwolves,113.0,106.5,115.6,109.0,.594,.559,13.0,23.2,.209,.515,12.9,76.9,.197
2024,New York Knicks,112.8,108.2,118.2,113.4,.574,.540,11.9,29.4,.192,.543,12.3,76.1,.176
2024,Cleveland Cavaliers,112.6,110.2,115.2,112.7,.586,.557,12.4,23.2,.179,.535,12.3,76.9,.190
2024,Orlando Magic,110.5,108.4,113.4,111.3,.577,.541,13.3,25.3,.218,.543,13.8,78.1,.206
2024,Miami Heat,110.1,108.4,114.0,112.2,.578,.538,11.7,21.8,.210,.543,12.7,78.1,.174
2025,Cleveland Cavaliers,121.9,112.4,121.7,112.2,.607,.578,11.6,25.9,.187,.528,12.6,74.8,.181
2025,Memphis Grizzlies,121.7,116.9,117.7,113.0,.588,.554,13.1,28.7,.196,.533,12.9,74.9,.206
2025,Denver Nuggets,120.8,116.9,119.9,116.0,.604,.573,12.5,26.7,.200,.542,11.3,74.6,.173
2025,Oklahoma City Thunder,120.5,107.6,120.3,107.5,.593,.560,10.3,24.2,.180,.513,14.9,74.6,.211
2025,Indiana Pacers,117.4,115.1,116.5,114.3,.594,.562,11.8,21.3,.190,.546,13.1,74.5,.190
2025,Boston Celtics,116.3,107.2,120.6,111.1,.591,.561,10.8,25.7,.169,.522,11.6,76.0,.154
2025,New York Knicks,115.8,111.7,118.5,114.3,.589,.556,11.9,26.0,.186,.549,13.1,74.5,.176
2025,Milwaukee Bucks,115.5,113.0,115.9,113.4,.598,.568,12.2,19.3,.201,.533,11.4,76.2,.174
2025,Detroit Pistons,115.5,113.6,115.0,113.1,.580,.547,13.0,26.2,.192,.539,13.3,76.0,.214
2025,Minnesota Timberwolves,114.3,109.3,116.6,111.5,.588,.554,13.0,25.8,.196,.532,13.2,75.1,.178
2025,Houston Rockets,114.3,109.8,115.3,110.8,.553,.523,11.8,31.7,.178,.528,12.8,76.2,.186
2025,Golden State Warriors,113.8,110.5,115.0,111.7,.568,.536,12.3,27.3,.187,.541,14.1,75.6,.189
2025,Los Angeles Lakers,113.4,112.2,115.9,114.7,.593,.557,12.7,23.3,.213,.539,12.2,74.5,.178
2025,Los Angeles Clippers,112.9,108.2,115.1,110.3,.589,.554,13.4,24.4,.200,.536,13.7,77.5,.189
2025,Miami Heat,110.6,110.0,113.5,112.9,.576,.544,12.4,22.3,.183,.543,12.5,75.8,.157
2025,Orlando Magic,105.4,105.5,109.4,109.6,.550,.510,12.9,25.3,.208,.538,15.0,77.0,.220
2026,Denver Nuggets,122.1,116.9,122.6,117.4,.616,.577,11.5,23.6,.237,.543,10.4,75.3,.196
2026,San Antonio Spurs,119.8,111.5,119.6,111.3,.595,.559,11.8,26.2,.215,.522,11.5,77.3,.180
2026,Cleveland Cavaliers,119.5,115.4,119.2,115.1,.595,.561,12.2,26.9,.206,.543,13.1,74.4,.209
2026,Oklahoma City Thunder,119.0,107.9,118.9,107.7,.599,.561,11.2,22.3,.213,.519,14.6,74.4,.184
2026,Atlanta Hawks,118.5,116.0,116.1,113.7,.584,.554,12.3,24.4,.181,.546,13.9,74.5,.206
2026,Minnesota Timberwolves,118.0,114.6,116.8,113.5,.592,.559,12.9,25.7,.215,.529,13.0,73.7,.220
2026,Detroit Pistons,117.8,109.6,117.9,109.7,.583,.546,13.0,30.9,.223,.517,14.8,74.2,.251
2026,New York Knicks,116.5,110.1,119.8,113.3,.590,.557,12.1,29.3,.188,.541,13.1,76.7,.206
2026,Los Angeles Lakers,116.3,114.6,118.2,116.4,.609,.573,13.2,23.9,.244,.555,13.0,74.3,.191
2026,Philadelphia 76ers,115.9,116.1,115.4,115.5,.572,.530,11.9,26.2,.222,.541,13.3,72.5,.212
2026,Orlando Magic,115.7,115.1,114.9,114.3,.576,.531,12.4,25.0,.249,.545,13.1,75.6,.223
2026,Portland Trail Blazers,115.5,115.8,114.4,114.7,.570,.534,14.6,31.3,.214,.541,13.5,72.7,.215
2026,Houston Rockets,115.2,110.0,118.6,113.2,.576,.542,13.3,34.8,.199,.530,12.1,74.5,.189
2026,Boston Celtics,114.9,107.2,120.8,112.7,.583,.553,11.2,29.2,.167,.523,11.4,75.7,.189
2026,Toronto Raptors,114.6,111.8,115.9,113.0,.581,.546,12.2,25.5,.204,.540,14.3,74.0,.222
2026,Phoenix Suns,112.6,111.1,115.4,113.9,.568,.537,12.8,28.9,.176,.541,14.5,71.9,.217
